stem,freq,word0,freq,word1,freq,word2,freq,word3,freq,word4,freq,word5,freq,word6,freq,word7,freq,word8,freq,word9,freq,word10,freq,word11,freq,word12,freq
སྐུ་ཤ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འདོང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༦༨༨༢༠༦༠༣༤༥རེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོན་གནས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསོ་བ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱོགས་མཚུངས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔོན་མཐའ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དམ་ཆོས་ཟླ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུང་སྒྲ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་འོག,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་གར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བ་གླང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྣུམ་ཟད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ནུབ་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མཁས,13,,,,,,,,,,,,,,,,,,,,,,,,,,
བསླས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
པར་ཤིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཁན་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དམངས་གཞས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔུང་,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེ་ཆེ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེ་འཕེལ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དགའ་ལྡན་ཆོས་གླིང,4,,,,,,,,,,,,,,,,,,,,,,,,,,
པང,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ལུང་,37,,,,,,,,,,,,,,,,,,,,,,,,,,
-ལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབུས་གཙང,21,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་མགོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འོ་ན་,134,,,,,,,,,,,,,,,,,,,,,,,,,,
ན་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚགས་པར་ཁང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱངས་པ་,17,,,,,,,,,,,,,,,,,,,,,,,,,,
གཏན་གྲོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀག་,19,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤོག་ར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁམས་པ,17,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟ་ནོར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སེ་འབྲས་དགེ་གསུམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོད་པ་ཅན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟོད,7,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅི་མང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དམ་ཚིག་གཙང་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་ཚུལ,123,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྩེགས་མ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩེད,15,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲུང,93,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོད་ལེ་རེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-double,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྩམས,20,,,,,,,,,,,,,,,,,,,,,,,,,,
འདས་མཆོད,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རགས་བསྡུས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕེལ་ཕྱོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
“སྙིགས་མ”,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡོ་རྗེ་འཆང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"འཐབ་ཇུས""",1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལི་མ་ཌི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟློས་གར,9,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྒྲུགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དང་དུ་བླངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
<པེ་ཤག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇེ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཟོ་བཀོད,7,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟེངས་ཐོན,5,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲུ་སྐྱེ་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འོག་མིན་,11,,,,,,,,,,,,,,,,,,,,,,,,,,
རེ,175,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་འབྲས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཚོགས་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོབ་ཤོར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁས་བླངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བདེ,23,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐལ་བཟང,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུ་ཚད,10,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྲིད་པ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
༠༡༤,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲུ་མར་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོངས་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མདོར་བསྡུས,18,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁག་ཅིག,12,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔོན་རྗེས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཅིག་ཙམ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་བྲལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་ཟླ་གཟའ་སྐར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་མཐུན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱོད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟིག་ལྤགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁམ་མདོག་ཅན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སཔྟ་?,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྷིང་ལྷིང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ག་འདྲ་འདྲ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྱན་ལམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རོ་མེད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟུགས་བཅས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉུང་བ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
“ཕེ་ནེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཁའ་རླུང༌,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཙུན,6,,,,,,,,,,,,,,,,,,,,,,,,,,
གཅན་གཟན,12,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲི་བདུན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞི་ལྷག་ཟུང་འབྲེལ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གསོ་བྱེད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འདང་ཞིག་རྒྱོབས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུབ་བསྟན་མཚོ་མོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-ག་པ་ག་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀློག་སྟངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇི་སྐད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
”ཞེས་པ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་མ་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོ་ཚང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡར་ཞུ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བསོད་ནམས་དབང་མོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙན་རྒྱུད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྐོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཕར་འགྲོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
page,4,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐུང་གས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉུང་ངུ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨའུ་ཙི,11,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩེ་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་རིང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་བུམ་མ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤོང་བ་,42,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་ཟབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁེལ་བ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བློ་བཟང་ལྷུན་གྲུབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལག་བྲིས་མ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སུར་པན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀ་ཀ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སླེ་?,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་ལས,60,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞས,28,,,,,,,,,,,,,,,,,,,,,,,,,,
གདོད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སོན,8,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་ཅིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ང་ཚོ་ད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཀློག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲུབ་པ,60,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱང་སྡེ་ཉི་མ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡོམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤ་བཏུབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟུ་ལུམས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔོན་ཆེན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མེད་རབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡིད་དབང,6,,,,,,,,,,,,,,,,,,,,,,,,,,
བོད་རྒྱལ་ལོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞལ་ཅེ་+བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱག་ཆེན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོབ་ཐུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ག་དག་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བདུན་ཅུ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་ཐར,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་བདག་+པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨན་རྩིས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀར་ནག་ཁྲ་གསུམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲི་ཞིམ་འཐུལ་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་གནས,6,,,,,,,,,,,,,,,,,,,,,,,,,,
བུ་གསོ་ཁང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུ་བཞི་སྒང་དྲུག,6,,,,,,,,,,,,,,,,,,,,,,,,,,
རང་དབང་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱས་པ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟག་བཅས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་བསྒྲུབ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོ་ཡོར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྒུར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གེ་སར་སྦྲ་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟོས,109,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉར་འཇོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གདུང་འབུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡེར་ཁ,12,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་ལོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རེདདེང་སང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཚག་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲངས་མེད་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྡེ་མིག,21,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲུབ་པ་བྱ་ས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤིང་རྟ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་རིང་སྐྱིད,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་འདའ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-གཡུག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གཙང་སེང་ངེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟན་ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ཞེ་ན,30,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིའི་ཕྱིར་,124,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡུག་ས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉན་པ་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཉི་མ་རྟག་པར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡན་ཀར་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤིང་གཞོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབུལ་བའི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྲིས་མ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
(ཀེ་ལ་),1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིག་པོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
)ལམ་སྲོལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲི་མ་འབུམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བློས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-བཞི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་སྔོན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲོགས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྲལ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྔ་སྒྲ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟེན་ག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁུག་ཡ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐོར་བ,24,,,,,,,,,,,,,,,,,,,,,,,,,,
རིགས་གནས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གནོན་འཚེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲ་རིས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བཤགས་སྡོམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐབས་ཐོག་དེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསུམ་གཉིས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཨ་ལོ་ཀེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟེན་པ,19,,,,,,,,,,,,,,,,,,,,,,,,,,
ངུ་,34,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱོར,18,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉལ་བྱེད་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བདུད་བཅོམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གལ་ཡོད་མ་རེདཏོག་ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟི་ན་ཚོ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སེམས་ལས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁག་ཐེག,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚངས་རིས་+པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཤད་དགོས་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞག་བདུན་པ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སེམས་དཔའ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟེན་ཅན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
པཱ་ནེ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱས་ག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འོག་མིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙོམས་པར་ཞུགས་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ་རྒྱུད,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོད་རེད་པ,18,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྲ་མ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆ་ཤས,16,,,,,,,,,,,,,,,,,,,,,,,,,,
-འོ་ཧུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣ་བའི་བདུད་རྩི,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞི་ཞིང་དུལ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྡུས་འབྲིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོམ་ལྡན་འདས,43,,,,,,,,,,,,,,,,,,,,,,,,,,
"གནའ་ལམ""",1,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲུད་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མིག,85,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱོགས་སྡོམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒན་ལགས,626,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨིན་མ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དབང་ཀླུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་མང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དང＂,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱི་ནང,42,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆིམས་ཡུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བར་གྱི་རུ་བཞི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོང་ང,13,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ལྟོས་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཙགས་ཐོན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀླུ་རྒྱལ་གཙུག་ན་རིན་ཆེན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟའ,9,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡན་ལག་དྲུག་+པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-སྐུ་ཞབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟངས་ཆུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགོས་ཚན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་མ་གང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སོར་བཞག,15,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟོགས་པ་,26,,,,,,,,,,,,,,,,,,,,,,,,,,
“ཚན་རིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱིར་འོང་བ་,9,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱ་བསྐྱེད་རྒྱུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཙོངས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དིང་རི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔྱད་ཞིབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་འབབ་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གོན་སྟངས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉེ་མེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨན་ཐང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་གཉིས་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་དད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསུ་བ,19,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇོལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དངལགས་སོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མང་གཙོ,45,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་པ་ཚོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འབའ་འབུ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མདོ་སྡེ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆར་རུ་སྟོད་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲུལ་བ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཐག་རིང་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚོན་ཆེན་པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གོ་གནས,12,,,,,,,,,,,,,,,,,,,,,,,,,,
དབུ་འབྱེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨིན་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སངས་རྒྱས་,134,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བཤད་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕྱ་དམོད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-རྒྱ་གར,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་ཤུ་བྱས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱབ་གོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མངོན་གསུམ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༢༧༠༠,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲངས་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་རྟོག་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོས་ཆོད,5,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕར་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དོན་གྲུབ་རིན་ཆེན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱ་མཆོད,7,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟབ་མོ,19,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡུན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལམ་ལུགས་གསར་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙད་,11,,,,,,,,,,,,,,,,,,,,,,,,,,
བུ་མོ,213,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡར་སྣེ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔྱད་པ,50,,,,,,,,,,,,,,,,,,,,,,,,,,
གསར་བརྗེ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲབ་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དངོས་དབང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡབ་ཡུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱིན་རླབས,21,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྒྲུབ་མཁན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྨོངས་པ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚར་སོང་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཤད་སྒྲུབ་རྒྱ་མཚོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མིང་ཐོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲོག་པ,39,,,,,,,,,,,,,,,,,,,,,,,,,,
དགག་པ,24,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བྱུང་ན,6,,,,,,,,,,,,,,,,,,,,,,,,,,
བདར་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་ཉེས་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྲབ་ཁྲིད,5,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲོ་རྒོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-འཁྱམ་ས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤུན་པ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྲག་སྲིད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་བདག་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་,191,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆོག་,28,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྐུས་མེད་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འི་དུས་རབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱས་ཚར,5,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྱུག,14,,,,,,,,,,,,,,,,,,,,,,,,,,
བསམ་གྲུབ་ཕོ་བྲང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞི་པ,44,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇམ་ཐིང་ངེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇུ་རེས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲི་གཡག,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དུས་རྒྱུན,29,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱད་པ་དགུ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བདར་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལག་མཐིལ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞོག་ར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གོམས,15,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ལུས་པ,9,,,,,,,,,,,,,,,,,,,,,,,,,,
གསེར་སྐྱེམས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གྱི་,763,,,,,,,,,,,,,,,,,,,,,,,,,,
