stem,freq,word0,freq,word1,freq,word2,freq,word3,freq,word4,freq,word5,freq,word6,freq,word7,freq,word8,freq,word9,freq,word10,freq,word11,freq,word12,freq
རིང,146,,,,,,,,,,,,,,,,,,,,,,,,,,
མཇུག་སྒྲིལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སོན་རྩ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ནོར་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུར་ས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་སྲུ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
-ར),1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྟས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་བརྟན་གླིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བདེ་མཆོག,7,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨར་ཧུའུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐོལ་པ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲིགས་སོང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོ་ཞིབ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀུན་དགའ་བོ་,14,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅི་གསུངས་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དི་?,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐར་ཐུག་+པ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
bsat,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞང་གྲོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ས་ཆ,105,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེས་ཞོར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒེར་དོན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལམ་ག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དངོས་ནོར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
འོག་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲིལ་སྒྲོག,4,,,,,,,,,,,,,,,,,,,,,,,,,,
-རོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏ་ལོག་ཊ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟད་,38,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏ་ཛིག་སི་ཐན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔོག་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉེན་ཚན,5,,,,,,,,,,,,,,,,,,,,,,,,,,
skininy,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་ཀྱི་གྲགས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སློང,18,,,,,,,,,,,,,,,,,,,,,,,,,,
-སྔོན་ལ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གཙིག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡི་གེ,130,,,,,,,,,,,,,,,,,,,,,,,,,,
འདེམས་ཕྱོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞག་ཤག,9,,,,,,,,,,,,,,,,,,,,,,,,,,
འདམ་བག,4,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་ཐང་སྡེ་ལྔ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁུར,40,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྱམ་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་བཤགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསམ་ནས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅག་ཡ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུའི་སྟོབས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་སྟངས,142,,,,,,,,,,,,,,,,,,,,,,,,,,
-མཁན་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀོན་མཆོག་གསུམ,47,,,,,,,,,,,,,,,,,,,,,,,,,,
ན་ཤོ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་གཏོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུག་པ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲེད་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གུས་སྲོལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁེངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྒོམ་མམ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩེ་གཅིག་+པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྫས་མཚུངས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱན་ཚིག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གོང་དུ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འདེབས་སྟངས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡང་འབད་བསྐྱར་འབད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱིའུ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དབྱེ་སྟངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་སོང་ང་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སུམ་ཅུ,43,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུགདང་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟས་རིགས་མཆོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲི་རྒྱུ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
-མདོ་སྨད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱན,23,,,,,,,,,,,,,,,,,,,,,,,,,,
མྱང,10,,,,,,,,,,,,,,,,,,,,,,,,,,
གཏོང་ཡོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འཚོ་གོས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཏིང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཙུའུ་ཀྲང,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉེ་གཉེན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྔས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩམ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུན་ཏེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཛུགས་ས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤོད་སྲོལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་འདུག་ལེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཏོར་ཐབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྨ་ལྷོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྱོགས་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གོ་དུས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟན་ཤམ་ཐབས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞན་སྐྱེས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡིན་གཅིག་མིན་གཉིས,21,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡིག་ཚད,27,,,,,,,,,,,,,,,,,,,,,,,,,,
རང་ཉིད,149,,,,,,,,,,,,,,,,,,,,,,,,,,
བགས་ཆགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གདན་ཕྱི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྷག་,10,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲུང་ཡ,14,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྐུལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚལ་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཞུ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་པར་ཤེས་པ་,17,,,,,,,,,,,,,,,,,,,,,,,,,,
དལ་མོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་དྲིན་ལོག་འཇལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྗེད་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྱུང་ངམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབེན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ལ་དུ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟོད་ར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲི་དྲུག་བདུན་གཅིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བདུད་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གསོད་སྐབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡིན་ཡིན་པ,35,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇིགས་མེད་ཆོས་འཕེལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
hang,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་ཤེས་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟ་རྒྱུགས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འགོས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇུ་མི་ཕམ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུ་འགྱེད་གཏོང་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞིང་ཁུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༦༠ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིང༌,32,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྐུ་བ,25,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྐང་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གོང་མ་,11,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞན་ལེན་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོན་ཡ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྲོད་སྟངས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲིགས་ཁྲིགས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུས་ཆེན་གསར་འགྱུར༄༅,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦོམ་,6,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུད་པ་ཚང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་བཤལ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཡིན་ན་ཡང,6,,,,,,,,,,,,,,,,,,,,,,,,,,
དགུན་ཆོས,9,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ཐུབ་ཐུབ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
བློ་གཤོགས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོབ,82,,,,,,,,,,,,,,,,,,,,,,,,,,
དོ་བདག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འོ་བརྒྱལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཆོས་སྒྱུར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
(ཤིན་ཏུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ཡང་རུང་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞན་ད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟིན,65,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྲོ་སེམས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དངོས་གྲུབ་མཆོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐལ་སྒྲ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཇ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤོ་ལགས,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྲོགས་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚུལ,64,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒུན་འབྲུམ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མངག་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ན་ཁ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སེམས་དག་+པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་ཤེས་,7,,,,,,,,,,,,,,,,,,,,,,,,,,
“ཡིན་ན་ཡང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧྰ་བྷ་ར་ཏ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མར་མར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༡༣༥༧,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསགས་སྦྱང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-རེད,79,,,,,,,,,,,,,,,,,,,,,,,,,,
བཤད་མེད,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-གནས་ཚད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞེས་བྱ་བ་,581,,,,,,,,,,,,,,,,,,,,,,,,,,
རགས་བཀོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བློ་དཀར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྙིང་ཞེན,10,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟུག་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོན་ནས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་ཅོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྡབ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
དུ་མཆིས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོག་མ་མེད་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོམ་ལྡན་འདས་,193,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྐྱེད་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རིགས་མང་+བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་སྲིད་དུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐར་བ,17,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲག་འགོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲིབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུབ་ན,73,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ནང་ཁུལ,15,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་འདོད,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡུག་བསྔལ་བདེན་པ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡུང,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྡནཔ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟིགས་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མདའ་འཕེན,12,,,,,,,,,,,,,,,,,,,,,,,,,,
པར་མ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕག་པ་ཚོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ནན་ཆེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འདི་ནི,88,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ཟག་+པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསུམ),1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་རིམ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟེན་དང་བརྟེན་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱང་དུས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀའ་སྤྱད,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡིན་ས་རེད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་མདོ་བ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
༡༥:༢༧:༣༧,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚུར་ཤོག,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲེམ་སྤེལ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་ངོ,38,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོབ་ཚ་བོ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱེད་,418,,,,,,,,,,,,,,,,,,,,,,,,,,
རུང་མི་རུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇོ་བོ་རིན་པོ,63,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞིས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨིས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མདོ་སྔགས་གཉིས,7,,,,,,,,,,,,,,,,,,,,,,,,,,
གཙང་སྦྲ,15,,,,,,,,,,,,,,,,,,,,,,,,,,
སོས་པ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བགར་དུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསུམ་རིག་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཁྲེགས་འཛིན་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀཱི་?,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་ཧྲིལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བཟློ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀྱགས,11,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་རིམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏཱ་མིང་ཡུང་ལོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་སེར་སྤེལ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསིལ་ལྷམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱང་ཁུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྣག་པ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཉི་མ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རུས་པ་,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེ་གེ་མོ་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གཤོལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
༸གོང་ས,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱག་བཞེས,13,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱ་རུ་ཅན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-འཕུལ་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འོག་མ,25,,,,,,,,,,,,,,,,,,,,,,,,,,
རློབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞལ་ཡས་ཁང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྐྱར་ཟློས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བདོག་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤིང་འཛུགས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
རེག་ཙམ་རེག་ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀྲུ་བ,17,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲེགས་པ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དགའ་སྐྱིད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ནས་ཆུ་,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་བཟང་ཚང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞོགས་པ་རང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕན་ཐོགས་ས་རེད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྡུར,17,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོད་ས་མ་རེད,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀྱང་མེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ལངས་རང་ལངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧེ་ཧེ་ཧེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསོད་རྒྱལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མངའ་སྡེ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་སྦྱོར་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སུས,9,,,,,,,,,,,,,,,,,,,,,,,,,,
“གསར་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཤེས་པ་མིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞི་བསྟོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འོས་བསྡུ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
རིགས་དྲུག་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མིན་འགྲོ,27,,,,,,,,,,,,,,,,,,,,,,,,,,
ས་གོང་མ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
་སོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲ་སྒྲུབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྫས་གསུམ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངས་ནི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀར་པོ,146,,,,,,,,,,,,,,,,,,,,,,,,,,
མགོ་སྐྱོབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡུག་མིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསར་འདེམས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རེད་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འོ་ཆུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧཧཧཧ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐེངས་མ་གཉིས་ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཆད་པ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཚོས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསར་བཤད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
call,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མུ་ཏིག,16,,,,,,,,,,,,,,,,,,,,,,,,,,
དོན་ཤེས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཚེམ་བཟོ་ཁང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་རྣམས,10,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོ་ལྔ་+པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
”ཟེར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱོབ་པ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྔོན་བྱེད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡང་ཐ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕྲོད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐུན་པ,141,,,,,,,,,,,,,,,,,,,,,,,,,,
འབབ་ཡ,9,,,,,,,,,,,,,,,,,,,,,,,,,,
དུས་དཀྱིལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤི་སྐབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་བྱེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མེ་ཏོག་སྣ་ཚོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆུ་ཏོ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྱག་སྒམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ནད་མེད་+པ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཨ་ཞང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མར་ཤེས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལམ་སང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༼༣༽,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སུམ་ཆ་ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྫུན་པ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀོས་ནན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁེ་བོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མུ་ལེ་རྫོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱོ་གདུང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཞིག,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞོགས་གས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞི་གཤིབས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧྲ་ཏག་ཏག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འདས་གྲོངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐེངས,65,,,,,,,,,,,,,,,,,,,,,,,,,,
-gasརྫོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབྱེ་བ་+འམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕལ་ཆེེར་བརྙེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་ཙི་ཙི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐབས་དེ,42,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་ལུགས,13,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱག་རྒྱ་གསུམ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་མེད་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆགས་མེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙིང་བཅུད,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མྱོང་རོལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མཇལ་མྱོང་མེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསེར་བུམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ་བ་རིགས་དྲུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་ཧ་ཧ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨོས་མ་དགོས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྱད་,10,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟོང་ཉིད,19,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡའ་སྒོག་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
འདོན་ཆོས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ་ནང,12,,,,,,,,,,,,,,,,,,,,,,,,,,
